ASV,Kingdom,Phylum,Class,Order,Family,Genus
ASV_8463,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia
ASV_8464,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_8465,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV_8466,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_8467,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Prostomatea,Cryptocaryon
ASV_8468,NA,NA,NA,NA,NA,NA
ASV_8469,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
ASV_8470,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV_8471,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter
ASV_8472,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella
ASV_8473,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Rapidithrix
ASV_8474,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_8475,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_8476,Bacteria,Acidobacteria,Subgroup_9,NA,NA,NA
ASV_8477,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_8478,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum
ASV_8479,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_8480,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
ASV_8481,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_8482,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_8483,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_8484,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
ASV_8485,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV_8486,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_8487,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_8488,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_8489,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,NA,NA
ASV_8490,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_8491,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_8492,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV_8493,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_8494,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,NA,NA
ASV_8495,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV_8496,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV_8497,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_8498,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_8499,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_8500,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter
ASV_8501,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_8502,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_8503,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,NA,NA
ASV_8504,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_8505,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_8506,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_8507,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,NA,NA
ASV_8508,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV_8509,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_8510,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia
ASV_8511,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_8512,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21
ASV_8513,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV_8514,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_8515,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV_8516,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_8517,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV_8518,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_8519,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_8596,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_8603,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
ASV_8657,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_8912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium
ASV_9003,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
ASV_9004,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphobacterium
ASV_9005,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV_9041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_9043,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV_9189,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_9190,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira
ASV_9191,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV_9192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas
ASV_9249,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea
ASV_9250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
ASV_9251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_9252,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_9253,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9254,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9255,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_9256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens
ASV_9257,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV_9258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9259,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus
ASV_9260,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_9261,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_9262,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_9263,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV_9264,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_9265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9266,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_9267,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus
ASV_9268,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA
ASV_9269,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_9270,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia
ASV_9271,Eukaryota,Protalveolata,Syndiniales,Syndiniales_or,Syndiniales_fa,Amoebophrya
ASV_9272,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,SBZC-1223
ASV_9273,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila
ASV_9274,Bacteria,NA,NA,NA,NA,NA
ASV_9275,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_9276,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_9277,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV_9278,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea
ASV_9279,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_9280,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,NA
ASV_9281,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA
ASV_9282,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_9283,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Motilimonas
ASV_9284,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_9285,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Marimonadida_fa,Pseudopirsonia
ASV_9286,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_9287,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_9288,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,Izimaplasma
ASV_9289,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV_9290,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,NA,NA
ASV_9291,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV_9292,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_9293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9294,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV_9295,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,NA,NA
ASV_9296,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Candidatus_Aquirestis
ASV_9297,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV_9298,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_9299,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_9300,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
ASV_9301,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA
ASV_9302,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV_9303,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV_9304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
ASV_9305,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_9306,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus
ASV_9307,NA,NA,NA,NA,NA,NA
ASV_9308,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV_9309,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_9310,Eukaryota,Chlorophyta_ph,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_fa,Nephroselmis
ASV_9311,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV_9312,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,NA,NA,NA
ASV_9313,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9314,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9315,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_9316,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_9317,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA
ASV_9318,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,4572-13,NA
ASV_9319,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_9320,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_9321,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Synechococcus_MBIC10613
ASV_9322,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV_9323,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_9324,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_9325,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Marimonadida_fa,Pseudopirsonia
ASV_9326,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_9327,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,RS62_marine_group
ASV_9328,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_9329,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV_9330,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_9331,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA
ASV_9332,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_9333,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_9334,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV_9335,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA
ASV_9336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA
ASV_9337,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_9338,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV_9339,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_9340,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia
ASV_9341,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV_9342,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_9343,Bacteria,NA,NA,NA,NA,NA
ASV_9344,Eukaryota,Choanoflagellida,Acanthoecida,Acanthoecidae,Acanthoecidae_fa,FV23-1A4
ASV_9345,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV_9346,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA
ASV_9347,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_9348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Youngimonas
ASV_9349,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_9350,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV_9351,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA
ASV_9352,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_9353,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosoarchaeum
ASV_9354,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_9355,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9356,Bacteria,NA,NA,NA,NA,NA
ASV_9357,NA,NA,NA,NA,NA,NA
ASV_9358,Bacteria,Planctomycetes,Phycisphaerae,mle1-8,NA,NA
ASV_9359,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV_9360,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV_9361,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_9362,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas
ASV_9363,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_9364,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,4572-13,NA
ASV_9365,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_9366,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_9367,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV_9368,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV_9369,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_9370,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29
ASV_9371,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV_9372,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9373,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus_Fritschea
ASV_9374,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
ASV_9375,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_9376,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia
ASV_9377,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_9378,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_9379,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_9380,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
ASV_9381,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_9382,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,NA
ASV_9383,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_9384,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA
ASV_9385,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia
ASV_9386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV_9387,Eukaryota,NA,NA,NA,NA,NA
ASV_9388,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_9389,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
ASV_9390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9391,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV_9392,Eukaryota,Chlorophyta_ph,Chlorophyceae,Sphaeropleales,Sphaeropleales_fa,Ankistrodesmus
ASV_9393,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9394,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella
ASV_9395,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros
ASV_9396,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_9397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_9398,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_9399,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
ASV_9400,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA
ASV_9402,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA
ASV_9403,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV_9404,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group
ASV_9405,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium
ASV_9406,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_9407,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA
ASV_9408,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia
ASV_9409,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus
ASV_9410,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV_9411,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_9412,Bacteria,NA,NA,NA,NA,NA
ASV_9413,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_9414,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,NA
ASV_9415,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_9416,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV_9417,Eukaryota,MAST-6,NA,NA,NA,NA
ASV_9418,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV_9419,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV_9420,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_9421,Eukaryota,Nematoda,Chromadorea,Monhysterida,NA,NA
ASV_9422,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera
ASV_9423,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV_9424,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_9425,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,NA,NA
ASV_9427,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,NA
ASV_9428,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV_9429,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_9430,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV_9431,Eukaryota,Bicosoecida,Bicosoecida_cl,Bicosoecida_or,Bicosoecida_fa,Bicosoeca
ASV_9432,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_9433,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,NA
ASV_9434,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter
ASV_9435,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Phyllopharyngea,NA
ASV_9436,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV_9437,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV_9438,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_9439,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
ASV_9440,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter
ASV_9441,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_9442,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_9443,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC_AAA164-E04
ASV_9444,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_9445,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
ASV_9446,Bacteria,Tenericutes,Mollicutes,Izimaplasmatales,Izimaplasmataceae,NA
ASV_9447,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
ASV_9448,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
